title,card_img,price,categories,age,company,company_link,address
"Польська мова, офлайн, онлайн",,900 грн на місяць,Мовні - Польська мова; Науки та підготовка до ЗНО/НМТ - Мова.,"Молодша школа, середня школа, студенти, дорослі.","Speak English, центр іноземних мов",/courses/company/2034/,"бульв. Незалежності, 6-б, м. Бровари, 07400"
N/A,/upload/logos/courses_companies/00004402_1.png,,,,,,
Психотерапевтичні консультації,,20 000 грн,"Професійні, підвищення кваліфікації - Психологія, саморозвиток.",Дорослі.,"Можна, психотерапевт",/courses/company/2566/,Онлайн
Рекрутинг 4.0,,14 800 грн,"Професійні, підвищення кваліфікації - HR, менеджер з персоналу, рекрутинг.","Студенти, дорослі.","FSR.in.ua, перша школа рекрутингу в Україні",/courses/company/2298/,Онлайн
"Ментальна арифметика, усний рахунок, швидкий рахунок",,1 200 грн на місяць (без врахування знижок),"Розвиток дітей - Ранній розвиток, розвиток дітей, Дошкільна освіта, Початкова школа.","Дошкільники, молодша школа, середня школа.","Smartum, центр розвитку дитини",/courses/company/28940/,"вул. Маріупольська, 20, м. Миколаїв"
Школа творів та берегинь,,300 грн,"Мистецтво, творчість - Музика, вокал, В'язання, вишивка, шиття.","Дошкільники, молодша школа, середня школа, студенти, дорослі.","ДАС, народна школа",/courses/company/32151/,Онлайн
Програмування,,1 600 грн на місяць,"Інформаційні технології, IT - Анімація, 3D графіка, Графічний дизайн, Програмування, розробка.","Дошкільники, молодша школа, середня школа, студенти, дорослі.",World ort,/courses/company/8718/,"вул. Шолом-Алейхема, 4/26, м. Дніпро "
"Крій та пошиття, моделювання одягу",,1 200 грн на місяць,"Мистецтво, творчість - В'язання, вишивка, шиття.","Середня школа, студенти, дорослі.","VK, курси",/courses/company/4322/,"вул. Володимира Великого, 16, м. Львів"
Дитячий табір,,7 500 грн,"Мистецтво, творчість - Танці, хореографія, Художня школа, образотворче мистецтво; Позашкільна освіта - Табір.","Дошкільники, молодша школа, середня школа, студенти, дорослі.",FinaRibba,/courses/company/8180/,"пров. Очаківський, 2-б, м. Харків"
"Бухгалтер з нуля, головного бухгалтера. Соціоніка в продажах, типи клієнтів",,"18 500 грн за курс (3,5 місяців триває курс)","Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік.","Студенти, дорослі.",Спілка бухгалтерів Прикарпаття,/courses/company/2151/,"вул. Чорновола, 7, оф. 200, м. Івано-Франківськ"
Водіння,,,"Студенти, дорослі, пенсіонери.",,N/A,,
Робототехніка,,150 грн,"Інформаційні технології, IT - Робототехніка.","Дошкільники, молодша школа, середня школа.","Inventor, Stem-школа",/courses/company/31896/,"вул. Буковинська, 6-в, м. Рівне"
Англійська мова для дітей від 3 місяців до 18 років,,1 500 грн,Мовні - Англійська мова; Науки та підготовка до ЗНО/НМТ - Мова.,"Дошкільники, молодша школа, середня школа.","Хелен Дорон, міжнародна мережа навчальних центрів",/courses/company/8007/,"вул. Жуковського, 10; вул. Говорова, 10-д; Люстдорфська дорога, 140-а, м. Одеса"
"Профорієнтація 2.0 Для підлітків 14-18 років, онлайн",,2 000 грн,Позашкільна освіта - Профорієнтація.,"Середня школа, студенти.",Психологічна студія,/courses/company/32214/,Онлайн
"Валяння з вовни, фелтинг",,350 грн за заняття,"Мистецтво, творчість - В'язання, вишивка, шиття, Дизайн інтер'єру, архітектура, декор, Художня школа, образотворче мистецтво.","Середня школа, студенти, дорослі, пенсіонери.","ArtFiesta, творча студія",/courses/company/34028/,"вул. Юлії Здановської, 58, м. Київ"
Заняття за системою Марії Монтессорі,,1 400 грн,"Розвиток дітей - Ранній розвиток, розвиток дітей, Дошкільна освіта.",Дошкільники.,"Центр, Планета Дитинства",/courses/company/8374/,"просп. В. Лобановського, 6-д, м. Київ"
Англійська мова,,890 грн,Мовні - Англійська мова.,"Молодша школа, середня школа, студенти, дорослі, пенсіонери.",Empire english school,/courses/company/29537/,"вул. Лєбєдєва-Кумача, 7-в, м. Київ, 03058"
N/A,/upload/logos/courses_companies/00029526_1.png,,,,,,
Косметолог естетист,,12 500 грн,"Індустрія краси - Краса, здоров'я.","Середня школа, студенти, дорослі.","Cosmolab, школа косметологів",/courses/company/31700/,"вул. Героїв Чорнобиля, 1, м. Вінниця "
Майстер манікюру,,9 500 грн за курс (20 занять (знижка 10% для ВПО)),"Індустрія краси - Манікюр, педикюр, нарощування нігтів.","Середня школа, студенти, дорослі, пенсіонери.","Аrt-стиль, перукарська справа та манікюр",/courses/company/4888/,"вул. Б. Вишневецького, 6, оф. 106, м. Черкаси"
Вокал,,50 грн,"Мистецтво, творчість - Музика, вокал.","Дошкільники, молодша школа, середня школа, студенти, дорослі, пенсіонери.",Київська школа вокалу,/courses/company/6193/,"вул. Михайлівська, 16-б, м. Київ"
"Танці, з 1 по 8 клас",,200 грн на місяць (Термін навчання 9 років),"Мистецтво, творчість - Танці, хореографія.","Молодша школа, середня школа.",Львівська хореографічна школа,/courses/company/3433/,"вул. Петра Дорошенка, 63, м. Львів"
Public relation assistant,,безкоштовно,"Професійні, підвищення кваліфікації - Маркетинг, реклама, PR.","Студенти, дорослі.",IT-паросток,/courses/company/34177/,Онлайн
Англійська мова,,699 грн,Мовні - Англійська мова.,"Дошкільники, молодша школа, середня школа, студенти, дорослі, пенсіонери.",English University,/courses/company/8596/,Онлайн
Інтернет-маркетинг,,15 500 грн за курс,"Професійні, підвищення кваліфікації - Маркетинг, реклама, PR.","Студенти, дорослі.",Pro Business Center,/courses/company/5676/,"вул. Богдана Гаврилишина, 7, оф. 602, м. Київ"
Перукарське мистецтво,,7 500 грн,Індустрія краси - Перукарське мистецтво.,"Молодша школа, середня школа, студенти, дорослі, пенсіонери.","Vivat, міжнародна академія перукарського мистецтва",/courses/company/5469/,"вул. Лук'яна Кобилиці, 105, м. Чернівці "
IT-start,,999 грн,"Інформаційні технології, IT - Комп'ютерна грамотність.",Молодша школа.,Академія професій майбутнього,/courses/company/33438/,"вул. Припортова, 22-а, оф. 103, м. Черкаси"
"Водій легкового автомобіля, категорія В",,8 000 грн за курс,"Водіння - Автоспорт, Автошкола (одержання прав).","Студенти, дорослі, пенсіонери.",Шумський РСТК ТСОУ,/courses/company/34435/,"вул. Енергетична,10, м. Шумськ"
"MS Excel, експерт, для професійного використання, онлайн, офлайн",,1 999 грн,"Інформаційні технології, IT - Комп'ютерна грамотність.","Студенти, дорослі.","Бейсік, навчальний центр",/courses/company/8712/,Онлайн
Розробка програмного забеспечення,,2 200 грн,"Інформаційні технології, IT - Комп'ютерна грамотність, Програмування, розробка.","Середня школа, студенти, дорослі.","ШАГ, комп'ютерна академія",/courses/company/8865/,"вул. Перекопська, 20, м. Херсон, 73000"
MS Excel для професійного використання,,1 999 грн,"Інформаційні технології, IT - Комп'ютерна грамотність; Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік.","Студенти, дорослі.","Бейсік, навчальний центр",/courses/company/8732/,"вул. Шевченка, 28, м. Чернівці"
Водій навантажувача,,6 000 грн на місяць,Водіння - Автошкола (одержання прав).,"Студенти, дорослі, пенсіонери.",Центр навчання водіїв навантажувачів,/courses/company/8132/,"просп. Гагаріна, 127-а, оф. 201, м. Харків"
"Англійська мова, онлайн",,270 грн за заняття (60 хвилин),Мовні - Англійська мова.,"Середня школа, студенти, дорослі.","VIra, онлайн школа іноземних мов",/courses/company/32127/,Онлайн
N/A,/upload/logos/courses_companies/00003535_1.png,,,,,,
Підготовка до школи,,,Дошкільники.,,N/A,,
Денний акторський дитячий табор,,2 000 грн,"Мистецтво, творчість - Акторська майстерність.",Середня школа.,"Ремарка, акторська школа",/courses/company/5398/,"просп. Шевченка, 10/1, м. Одеса"
"Управління персоналом, системний підхід",,4 000 грн,"Професійні, підвищення кваліфікації - Менеджмент, управління.",Дорослі.,HR2B,/courses/company/29879/,"вул. Є.Коновальця, 31, оф. 514, м. Київ"
"Ведична астропсихололія Джйотиш, 8 потік",,400 грн за заняття,"Професійні, підвищення кваліфікації - Психологія, саморозвиток.","Студенти, дорослі, пенсіонери.","Гармонія у тобі, тренінговий центр",/courses/company/34393/,Онлайн
"Англійська мова для дітей, ДПА, ЗНО",,1 600 грн на місяць,Мовні - Англійська мова; Науки та підготовка до ЗНО/НМТ - Мова.,"Молодша школа, середня школа.","English family, студія английскої мови",/courses/company/29862/,Онлайн
"Фотографія, швидкий старт",,4 000 грн,"Мистецтво, творчість - Фотографія, відеозйомка.","Середня школа, студенти, дорослі.","Квадрат, фотошкола",/courses/company/2268/,Онлайн
Охорона праці,,650 грн,"Професійні, підвищення кваліфікації - Охорона праці, санітарні норми.",Дорослі.,"Славутич, УК навчально-консультаційний центр з Охорони праці",/courses/company/1400/,"проспект Перемоги, 67, м. Київ"
Перукар широкого профілю,,,"Студенти, дорослі.",,N/A,,
Англійська мова,,1 800 грн на місяць (входить 8 занять.),Мовні - Англійська мова.,Дорослі.,"Anglik School, мовні курси",/courses/company/907/,"вул. Мишуги, 9-а, м. Київ"
Класична та апаратна косметологія,,"21 000 грн за курс (2,5 місяці, 18 занять)","Професійні, підвищення кваліфікації - Медицина, фармацевтика; Індустрія краси - Косметологія, Краса, здоров'я.","Студенти, дорослі.",Студія 14,/courses/company/29280/,"вул. Січових стрільців, 14, м. Дніпро "
Уроки водіння,,,"Студенти, дорослі, пенсіонери.",,N/A,,
Заняття з футболу,,700 грн,"Спорт, фізичний розвиток - Футбол.","Дошкільники, молодша школа, середня школа.",Динамо Фемілі Рівне,/courses/company/32124/,"вул. Данила Галицького, 19, м. Рівне, 33000"
Гарний почерк від 6 років,,100 грн,Розвиток дітей - Початкова школа.,"Молодша школа, середня школа.","Кіт Да Вінчі, Реджио простір розвитку",/courses/company/29077/,Онлайн
Масаж,,2 000 грн за курс,"Індустрія краси - Краса, здоров'я.","Студенти, дорослі, пенсіонери.","Best profession, міжнародний навчальний центр",/courses/company/31783/,Онлайн
Акторський дубляж,,15 000 грн за курс (3 місяці),"Мистецтво, творчість - Акторська майстерність.","Молодша школа, середня школа, студенти, дорослі.","Tretyakoff production, Cinema Sound UA",/courses/company/29316/,"просп. Перемоги, 44, Кіностудія ім О. Довженко, м. Київ"
N/A,/upload/logos/courses_companies/00006543_1.png,,,,,,
"Бухгалтерія з нуля, BAS 1С 8.3, М.Е.Dос",,3 850 грн,"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік.","Студенти, дорослі.","Бухгалтерська практика, навчальний центр",/courses/company/2860/,Онлайн
Малювання для дiтей,,150 грн,"Мистецтво, творчість - Художня школа, образотворче мистецтво.","Дошкільники, молодша школа, середня школа.","Verrocchio, art studio",/courses/company/29959/,"вул. Клочківська, 173, м. Харків "
"Англійська мова, підготовка до IELTS/TOEFL",,350 грн за заняття (від),Мовні - Англійська мова.,"Середня школа, студенти, дорослі.","Simplex School, центр підготовки IELTS, TOEFL, Cambridge",/courses/company/1654/,Онлайн
"Англійська мова, A1-B2",,1 900 грн,Мовні - Англійська мова.,"Середня школа, студенти.",Sargoi international community,/courses/company/6926/,Онлайн
Фінансова грамотність,,безкоштовно,"Професійні, підвищення кваліфікації - Фінанси, страхування.","Студенти, дорослі.","Гончаренко центр, education and culture",/courses/company/32772/,"вул. Велика Перспективна, 4, м. Кропивницький"
QA Core,,4 000 грн за курс,"Інформаційні технології, IT - Програмування, розробка.","Студенти, дорослі.","Телесенс академія, навчальний центр",/courses/company/4319/,Онлайн
Англійська мова,,1 100 грн на місяць (у групі),Мовні - Англійська мова.,"Дошкільники, молодша школа, середня школа, студенти, дорослі, пенсіонери.",Language station,/courses/company/29353/,Онлайн
Англійська мова,,,"Середня школа, студенти, дорослі, пенсіонери.",,N/A,,
Англійська мова. Вивчення рівня для дорослих,,4 332 грн на місяць (залежить від графіка та формату),Мовні - Англійська мова.,"Студенти, дорослі, пенсіонери.","Grade Education Centre, центр міжнародних екзаменів",/courses/company/1165/,"вул. Ярославів Вал, 13/2-б, оф. 32, м. Київ, 01054"
Косметолог,,7 000 грн на місяць,"Індустрія краси - Краса, здоров'я.","Студенти, дорослі, пенсіонери.","Spa school, навчальний центр",/courses/company/4703/,"вул. Коблевська, 45, м. Одеса, 65000"
Нарощування вій,,2 500 грн за курс,"Індустрія краси - Краса, здоров'я.","Студенти, дорослі.","Beauty line, студія краси",/courses/company/29137/,"вул. Соборна, 17, м. Рівне"
"Системний адміністратор, онлайн",,15 000 грн,"Інформаційні технології, IT - Системне адміністрування.","Студенти, дорослі.",ActPro,/courses/company/32593/,Онлайн
"Англійська мова, онлайн",,306 грн за заняття (45 хвилин),Мовні - Англійська мова.,"Молодша школа, середня школа, студенти, дорослі, пенсіонери.","Білий кролик, віртуальна школа вивчення іноземних мов",/courses/company/34146/,Онлайн
"Фінансовий облік за МСФЗ, онлайн",,5 500 грн за курс,"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік, Фінанси, страхування.","Студенти, дорослі.","Елькон, навчальний центр",/courses/company/8645/,Онлайн
Початковий розвиток,,2 500 грн,"Розвиток дітей - Ранній розвиток, розвиток дітей, Дошкільна освіта, Початкова школа.","Дошкільники, молодша школа.","Перлинка, дитячий центр всебічного розвитку",/courses/company/29570/,"вул. Андрія Мельника, 2, м. Рівне"
N/A,/upload/logos/courses_companies/00008885_1.png,,,,,,
Майстер гелевого манікюру та дизайна,,4 000 грн за курс,"Індустрія краси - Краса, здоров'я, Манікюр, педикюр, нарощування нігтів.","Середня школа, студенти, дорослі.","Glazur, б'юті простір",/courses/company/34089/,"вул. Чорновола, 18, м. Рівне"
Підготовка водіїв категорії В та А,,11 150 грн за курс,Водіння - Автошкола (одержання прав).,"Студенти, дорослі, пенсіонери.","Унісерв, автошкола",/courses/company/7484/,"вул. Васильківська, 36, м. Київ "
Перукар-універсал,,9 000 грн,Індустрія краси - Перукарське мистецтво.,"Середня школа, студенти, дорослі, пенсіонери.","Ідеал, центр розвитку персоналу",/courses/company/5465/,"вул. Преображенська, 4, оф. 21"
Підготовка до вступу,,2 000 грн за курс,Науки та підготовка до ЗНО/НМТ - Математика.,Середня школа.,Волинський фаховий коледж Національного університету харчових технологій,/courses/company/34464/,"вул. Кафедральна, 6, м. Луцьк "
Дi-джей,,1 800 грн,"Мистецтво, творчість - Музика, вокал.","Середня школа, студенти, дорослі.",Resonance DJ School,/courses/company/29905/,"вул. Сiчевих стрельцiв, 5, м. Дніпро"
Німецька мова по Skype,,200 грн,Мовні - Німецька мова.,"Молодша школа, середня школа, студенти, дорослі, пенсіонери.","Starlingua, онлайн-школа іноземних мов",/courses/company/28905/,Онлайн
Естрадний вокал,,160 грн,"Мистецтво, творчість - Музика, вокал.","Молодша школа, середня школа, студенти, дорослі.",Школа естрадного вокалу Юрія Осетрова,/courses/company/5634/,"бульв. Приморський, 1, м. Одеса"
Літній денний IT-табір,,6 400 грн,"Інформаційні технології, IT - Комп'ютерна грамотність, Програмування, розробка; Позашкільна освіта - Табір.","Молодша школа, середня школа.",Main School,/courses/company/29774/,"вул. Голосіївська, 17, м. Київ, 03039"
Дошкільна підготовка,,безкоштовно,"Позашкільна освіта - Швидкочитання, розвиток пам'яті.",Дошкільники.,Гончаренко центр,/courses/company/34229/,"вул. Катериненська, 27, м. Одеса"
"Водіння, теорія експрес",,"2 000 грн за курс (2 тижні, 6 занять)",Водіння - Автошкола (одержання прав).,"Студенти, дорослі, пенсіонери.",Джет-Авто плюс,/courses/company/34445/,Онлайн
"Шугарінг, база",,6 000 грн за курс,"Індустрія краси - Косметологія, Краса, здоров'я, Перукарське мистецтво.","Середня школа, студенти, дорослі, пенсіонери.",Lugina sugar,/courses/company/34359/,"просп. Перемоги, 107, м. Чернігів"
Перукар,,5 450 грн на місяць,Індустрія краси - Перукарське мистецтво.,"Середня школа, студенти, дорослі.","Isabelle Dupont, школа краси",/courses/company/7218/,"вул. Мукачівська, 24/2, м. Ужгород"
Motion design pro,,,"Студенти, дорослі.",,N/A,,
Куратор лікування для медичного закладу,,4 000 грн за курс,"Професійні, підвищення кваліфікації - Медицина, фармацевтика, Менеджмент, управління.",Дорослі.,ClinicPRO Consulting,/courses/company/29812/,Онлайн
"Математика, 1-11 класи",,"2 500 грн на місяць (ціна за 1 предмет. За 2 предмети — 4500 грн/місяць, 3 предмети — 5500 грн/місяць)","Розвиток дітей - Дошкільна освіта, Підготовка до школи, Початкова школа.","Дошкільники, молодша школа, середня школа.",Яринка клуб,/courses/company/8563/,"вул. Сікорського, 1-б, Шевченківський р-н, м. Київ"
N/A,/upload/logos/courses_companies/00032882_1.jpg,,,,,,
Кулінар-кондитер,,5 500 грн за курс,"Професійні, підвищення кваліфікації - Кухар, кондитер, кулінарія.","Середня школа, студенти, дорослі, пенсіонери.","Діскавері, освітній центр",/courses/company/4234/,"вул. Привокзальна, 25, оф. 209, м. Суми, 40003"
Математика,,350 грн за заняття (60 хвилин),Науки та підготовка до ЗНО/НМТ - Математика.,"Дошкільники, молодша школа, середня школа, студенти.","StreamUp, освітній центр",/courses/company/34253/,Онлайн
QA тестування ПЗ,,10 800 грн за курс (Встигніть придбати курс зі знижкою),"Інформаційні технології, IT - Комп'ютерна грамотність, Програмування, розробка, Системне адміністрування.","Студенти, дорослі, пенсіонери.","SkillUp, IT-курси",/courses/company/29345/,Онлайн
"Контраварійне водіння, разове заняття",,5 000 грн за заняття,"Водіння - Автоспорт, Автошкола (одержання прав), Контраварійне водіння.","Середня школа, студенти, дорослі, пенсіонери.","Чайка, школа автодрому",/courses/company/31959/,"вул. Авіаконструктора Антонова, 2, с. Чайки, обл. Київська "
Польська мова,,880 грн,Мовні - Польська мова.,"Середня школа, студенти, дорослі.",WelcomeStudent,/courses/company/7398/,"просп. Гагаріна, 74, оф. 509, м. Дніпро, 49107"
"Ідеальний апаратний манікюр, базовий",,3 500 грн,"Індустрія краси - Краса, здоров'я.","Студенти, дорослі.","Calutte, учбово-подологічний центр",/courses/company/29262/,"вул. Садова, 3/5, м. Харків, 61002"
Психологія. Екзистенціальне психологічне консультування та психотерапія,,3 166 грн на місяць (19000 грн за семестр),"Професійні, підвищення кваліфікації - Психологія, саморозвиток; Індустрія краси - Краса, здоров'я; Розвиток дітей - Логопед, вихователь, няня, дитячий психолог.","Студенти, дорослі.",Українська асоціація екзистенціальної психології та психотерапії,/courses/company/34426/,Онлайн
Англійська мова,,119 грн,Мовні - Англійська мова; Науки та підготовка до ЗНО/НМТ - Мова.,"Середня школа, студенти, дорослі.","ESL, english as a second language",/courses/company/3274/,"вул. Яворницького, 59; вул. Комсомольська, 11; вул. Миронова, 20-а; просп. Слобожанського, 50, м. Дніпро"
"MS Excel, експерт, для професійного використання, онлайн, офлайн",,2 599 грн,"Професійні, підвищення кваліфікації - Маркетинг, реклама, PR; Інформаційні технології, IT - Комп'ютерна грамотність.","Студенти, дорослі.","Бейсік, навчальний центр",/courses/company/8693/,Онлайн
Frontend програмування,,безкоштовно,"Інформаційні технології, IT - Програмування, розробка.","Студенти, дорослі.",Mate academy,/courses/company/32083/,"вул. Богдана Хмельницького, 51-а, м. Київ, 02000"
Підготовка до школи,,,Дошкільники.,,N/A,,
Програмування в Minecraft,,"300 грн за заняття (групове заняття, 420 грн — індивідуальне)","Інформаційні технології, IT - Графічний дизайн, Комп'ютерна грамотність.","Молодша школа, середня школа, студенти.","IT Kingdom, школа програмування",/courses/company/33813/,Онлайн
Латиноамериканські танці,,300 грн,"Спорт, фізичний розвиток - Фітнес, аеробіка, Інше; Мистецтво, творчість - Танці, хореографія.","Студенти, дорослі.",Mi Corazón Dance School Kyiv,/courses/company/34205/,"вул. Довженко, 3, м. Київ"
Англійска мова,,1 300 грн,Мовні - Англійська мова.,"Молодша школа, середня школа, студенти, дорослі.",IQ center,/courses/company/739/,"вул. Димитрова, 14-б, м. Київ, 03150"
Англійська мова,,200 грн за заняття,Мовні - Англійська мова.,"Дошкільники, молодша школа, середня школа.","Hello baby, сімейний клуб",/courses/company/31970/,Онлайн
N/A,/upload/logos/courses_companies/00007079_1.jpg,,,,,,
"Фотографія, фундаментальний",,5 900 грн за курс (12 занять),"Мистецтво, творчість - Фотографія, відеозйомка.","Середня школа, студенти, дорослі.","МЦФ, харківська фотошкола",/courses/company/1701/,"вул. Отакара Яроша, 18, поверх 15, м. Харків"
Логопед,,,Дошкільники.,,N/A,,
"MS Excel, експерт, для професійного використання",,3 199 грн за курс (курс триває 20 годин),"Інформаційні технології, IT - Комп'ютерна грамотність; Професійні, підвищення кваліфікації - Бізнес планування, аналітика, Маркетинг, реклама, PR.","Студенти, дорослі.","Бейсік, комп'ютерні курси",/courses/company/253/,"вул. Євгена Коновальця, 31, м. Київ"
Hard-skill design,,19 900 грн за курс,"Інформаційні технології, IT - Веб дизайн, UI/UX, Графічний дизайн, Програмування, розробка.","Середня школа, студенти, дорослі, пенсіонери.","Kononchuk Academy, академія дизайну",/courses/company/34414/,Онлайн
Англійська мова,,175 грн за заняття (ціна за групове заняття),Мовні - Англійська мова.,"Середня школа, студенти, дорослі.",MT School,/courses/company/34396/,"вул. Героїв АТО, 11, м. Кривий Ріг"
Підприємницька діяльність в галузі малого бізнесу,,безкоштовно,"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік, Менеджмент, управління.",Дорослі.,Одеський центр професійно-технічної освіти державної служби зайнятості,/courses/company/7661/,"вул. Іцхака Рабіна, 18-а, м. Одеса, 65072"
Перманентний макіяж,,27 000 грн за курс,"Індустрія краси - Тату, перманентний макіяж.","Студенти, дорослі, пенсіонери.","Beauty-Image, навчальний центр",/courses/company/29707/,"вул. Борщагівська, 189/1, м. Київ"
Комплексна програма підготовки психологів,,40 200 грн,"Професійні, підвищення кваліфікації - Психологія, саморозвиток.","Студенти, дорослі, пенсіонери.",Європейська школа психології,/courses/company/32186/,Онлайн
Англійська мова для дітей від 1 до 16 років,,200 грн,Мовні - Англійська мова.,"Дошкільники, молодша школа, середня школа.",Lala English,/courses/company/34345/,"вул. Соборна, 20, м. Бровари"
Англійська мова,,,"Молодша школа, середня школа, студенти, дорослі.",,N/A,,
"Англійська мова, стандарт",,4 600 грн,Мовні - Англійська мова.,"Середня школа, студенти, дорослі, пенсіонери.",Green Forest,/courses/company/8239/,"вул. Дарвіна, 4, пов. 1, м. Харків"
Англійська мова для підлітків,,безкоштовно,Мовні - Англійська мова.,Середня школа.,"Гончаренко центр, education and culture",/courses/company/32776/,"вул. Руська, 5, м. Чернівці"
Підвищення кваліфікації для психологів,,4 900 грн,"Професійні, підвищення кваліфікації - Психологія, саморозвиток.","Студенти, дорослі.",Школа екофасилітації проф. Лушина,/courses/company/29778/,"вул. Дмитрівська, 71, м. Київ, 01135"
Інструктор-дресирувальник,,"4 000 грн на місяць (5 місяців, 40 занять)","Професійні, підвищення кваліфікації - Інше.","Студенти, дорослі.","Цербер, ХКЦ",/courses/company/34451/,"вул. Конторська, 21"
Косметолог,,16 000 грн,"Індустрія краси - Краса, здоров'я; Професійні, підвищення кваліфікації - Медицина, фармацевтика.","Студенти, дорослі, пенсіонери.",Школа косметології Світлани Юдіної,/courses/company/7105/,"вул. Глазунова, 3, м. Київ"
N/A,/upload/logos/courses_companies/00008645_1.jpg,,,,,,
Англійська мова перехідного рівню В1+,,1 600 грн,Мовні - Англійська мова.,"Студенти, дорослі.",Lucky English,/courses/company/32212/,Онлайн
Теорія психоаналізу і психоаналітичної психотерапії,,,Дорослі.,,N/A,,
Перші кілометри,,15 000 грн за курс (21 година триває курс),Водіння - Контраварійне водіння.,"Студенти, дорослі.",Автоакадемія водійської майстерності,/courses/company/2498/,"просп. Повітрофлотський, 16, оф. 44, м. Київ"
Англійська мова для дорослих,,2 400 грн на місяць,Мовні - Англійська мова; Науки та підготовка до ЗНО/НМТ - Мова.,"Студенти, дорослі.","My English World, школа англійскої мови",/courses/company/31958/,"вул. Дарвіна, 27-а, м. Харків"
Польська мова,,,"Середня школа, студенти, дорослі.",,N/A,,
Дитячий психолог,,480 грн за заняття,"Розвиток дітей - Логопед, вихователь, няня, дитячий психолог.","Дошкільники, молодша школа, середня школа.",Дитячий клуб-сад Вікторії Миронової,/courses/company/8569/,"вул. Стадіонна, 6, м. Київ"
Агент з нерухомості / Ріелтор,,4 500 грн,"Професійні, підвищення кваліфікації - Нерухомість, будівництво, Продажі, переговори, робота з клієнтами.","Студенти, дорослі, пенсіонери.",Izihouse,/courses/company/32229/,Онлайн
"Манікюр від а до я, базовий",,7 000 грн за курс,"Індустрія краси - Манікюр, педикюр, нарощування нігтів.","Середня школа, студенти, дорослі, пенсіонери.","Ірина Клапша, навчальний центр",/courses/company/5864/,"вул. Академіка Корольова, 10, м. Одеса"
"Мода, дизайн, творчий розвиток дітей та підлітків",,3 000 грн,"Позашкільна освіта - Профорієнтація; Розвиток дітей - Ранній розвиток, розвиток дітей; Мистецтво, творчість - Художня школа, образотворче мистецтво.","Молодша школа, середня школа.","MK fashion school, школа моди та дизайну",/courses/company/34199/,"просп. Дмитра Яворницького, 77, м. Дніпро"
Англійська мова,,1 900 грн на місяць (8 занять по 60 хв.),Мовні - Англійська мова.,"Молодша школа, середня школа.",ExtraEducation,/courses/company/3376/,"вул. Гришка, 9, оф. 64, м. Київ"
Тестування програмного забезпечення QA,,8 690 грн,"Інформаційні технології, IT - Програмування, розробка.","Студенти, дорослі.","Level Up, навчальний центр підготовки IT-спеціалістів",/courses/company/2995/,"вул. Троїцька, 21-г, м. Дніпро (Дніпропетровськ)"
Англійська мова,,262 грн за заняття,Мовні - Англійська мова; Науки та підготовка до ЗНО/НМТ - Мова.,"Дошкільники, молодша школа, середня школа, студенти, дорослі, пенсіонери.","BIG BEN, академія мов",/courses/company/46/,"вул. Титова, 12, оф. 5, м. Дніпро, 49055"
Сучасні танці,,500 грн,"Мистецтво, творчість - Танці, хореографія.","Дошкільники, молодша школа, середня школа.","Prostir, студія сучасного танцю",/courses/company/31830/,"вул. Сластіона, 3, м. Львів"
"Дієтологія. Базовий, просунутий рівень. Дієтичні добавки",,1 870 грн,"Професійні, підвищення кваліфікації - Медицина, фармацевтика.","Студенти, дорослі, пенсіонери.","Баланс, центр дієтології та психотерапії",/courses/company/31999/,Онлайн
Англійська мова по скайпу,,220 грн,Мовні - Англійська мова.,"Молодша школа, середня школа, студенти, дорослі, пенсіонери.","Only English, освітній центр",/courses/company/32187/,Онлайн
N/A,/upload/logos/courses_companies/00034045_1.jpg,,,,,,
Контраварійне водіння,,1 200 грн,"Водіння - Автоспорт, Контраварійне водіння.","Середня школа, студенти, дорослі.","Drive, авто центр",/courses/company/2207/,"просп. Перемоги, 6, м. Дніпро"
Розробка програмного забепечення,,3 630 грн,"Інформаційні технології, IT - Програмування, розробка.","Середня школа, студенти, дорослі.","IT Step Academy, міжнародний навчальний центр у сфері ІТ-освіти",/courses/company/29904/,"вул. Гузара, 49; вул. Ленкавського, 17-в, м. Івано-Франківськ"
"Дошкілька освіта та ранній розвиток, для дітей 4-9 років",,3 000 грн за курс (8 тем - 24 заняття - 2 місяці),"Розвиток дітей - Дошкільна освіта, Ранній розвиток, розвиток дітей.","Дошкільники, молодша школа.",Ізі Бізі,/courses/company/34403/,Онлайн
Електромонтер,,4 500 грн,"Професійні, підвищення кваліфікації - Інше.",Дорослі.,КЗ Навчально-курсовий комбінат,/courses/company/8394/,"вул. І. Вишенського, 6, м. Рівне, 33027"
Англійська мова для дітей 1-11 класів,,95 грн,Мовні - Англійська мова.,"Молодша школа, середня школа, студенти, дорослі.","Lovely Days, англійська мова",/courses/company/32277/,"вул. Небесної Сотні, 27-б, оф. 2, м. Кременчук"
