title,card_img,price,categories,age,company,company_link,address
Транспортна логістика та основи ЗЕД,,2 350 грн,"Професійні, підвищення кваліфікації - Логістика, митниця, ЗЕД, Менеджмент, управління.","Студенти, дорослі.","Good School, бізнес-школа",/courses/company/29965/,"вул. Сумська, 7, м. Харків"
Англійська мова для дітей,,1 100 грн на місяць,Мовні - Англійська мова.,"Молодша школа, середня школа, студенти, дорослі, пенсіонери.","Лідер, мовна школа",/courses/company/8779/,"вул. Льва Толстого, 3-в, м. Ужгород"
Автоматизація тестування,,11 000 грн за курс,"Інформаційні технології, IT - Програмування, розробка.","Студенти, дорослі.",Sigma Software University,/courses/company/34128/,Онлайн
Роботехніка,,800 грн,"Інформаційні технології, IT - Програмування, розробка, Робототехніка.","Дошкільники, молодша школа, середня школа.",MarsСity,/courses/company/32458/,"вул. Робоча, 83, м. Дніпро, 49000"
Підготовка до школи,,200 грн за заняття,"Розвиток дітей - Дошкільна освіта, Підготовка до школи.",Дошкільники.,"Маленьке диво, сімейний центр",/courses/company/5900/,"просп. Миру, 18; просп. Івана Мазепи, 31; вул. Суворова, 14; ж/м Покровський, 3-є, м. Дніпро"
Українська мова для підлітків 15+. Підготовка до НМТ/ЗНО,,безкоштовно,Мовні - Українська мова; Науки та підготовка до ЗНО/НМТ - Мова.,"Середня школа, студенти, дорослі.",Гончаренко центр,/courses/company/34200/,Онлайн
Ранній розвиток дитини,,750 грн за курс (8 занять),"Розвиток дітей - Ранній розвиток, розвиток дітей.",Дошкільники.,"Пізнавайка, центр розвитку особистості",/courses/company/32023/,"вул. Лісового, 37, м. Кривий Ріг"
"Історія, підготовка до ЗНО",,130 грн,Науки та підготовка до ЗНО/НМТ - Історія.,Середня школа.,"Kevin, школа",/courses/company/32264/,"вул. Січових Стрільців, 13, м. Івано-Франківськ"
"Кухар, кулінарія, ресторанний бізнес",,27 000 грн за курс (Діють постійні знижки 5/7/10%),"Професійні, підвищення кваліфікації - Готельно-ресторанний бізнес, туризм, HoReCa, Кухар, кондитер, кулінарія.","Студенти, дорослі.",Шлях до майстерності,/courses/company/34379/,"вул. Уласа Самчука, 9, м. Львів"
Робототехніка для дітей від 8 років,,1 500 грн на місяць (Онлайн 1600 грн),"Інформаційні технології, IT - Комп'ютерна грамотність, Програмування, розробка, Робототехніка.",Середня школа.,"Robocode, культова школа робототехніки і програмування",/courses/company/32809/,"вул. Володимирська, 38, м. Коростишів"
SEO Бурж 2.0,,1 200 грн,"Інформаційні технології, IT - Інше.","Студенти, дорослі.",Seotop,/courses/company/34052/,"вул. Тимошенко, 19, м. Київ"
"Кіберспортивні дисципліни, Dota 2, CS2 і Fortnite",,3 200 грн на місяць,"Інформаційні технології, IT - Комп'ютерна грамотність.","Молодша школа, середня школа, студенти, дорослі.","The Champion academy, кіберспортивна академія",/courses/company/30343/,Онлайн
"Польська мова, онлайн",,875 грн,Мовні - Польська мова.,"Молодша школа, середня школа, студенти, дорослі, пенсіонери.","Posvita, курси польської мови",/courses/company/8664/,Онлайн
N/A,/upload/logos/courses_companies/00005199_1.png,,,,,,
Дитячий англомовний табір,,3 500 грн (за тижень),Мовні - Англійська мова; Розвиток дітей - Дошкільна освіта; Позашкільна освіта - Табір.,"Дошкільники, молодша школа.","Playroom, дитячий клуб",/courses/company/6474/,"пров. Чеховський, 3, м. Київ"
Крій та шиття,,1 360 грн,"Мистецтво, творчість - В'язання, вишивка, шиття; Професійні, підвищення кваліфікації - Дизайн поліграфії, друкарня.","Студенти, дорослі.","GeoNel, школа дизайну одягу",/courses/company/7972/,"просп. Чорновола, 63-а, оф. 206, м. Львів"
Англійська мова для дорослих,,260 грн за заняття,Мовні - Англійська мова.,"Студенти, дорослі.",Iknow,/courses/company/31882/,Онлайн
Крій та шиття,,1 730 грн,"Мистецтво, творчість - В'язання, вишивка, шиття.","Дошкільники, молодша школа, середня школа, студенти, дорослі, пенсіонери.","Артхаус, освітні курси",/courses/company/8367/,"вул. Рейтарська, 21/13, м. Київ"
Божественна сутність жінки,,1 250 грн,"Професійні, підвищення кваліфікації - Психологія, саморозвиток.","Студенти, дорослі.","Все в нас, центр розвитку можливостей людини",/courses/company/4037/,"вул. Володимирська, 57, м. Київ"
Дитячий садочок,,50 грн,Розвиток дітей - Дошкільна освіта.,Дошкільники.,Екограй,/courses/company/3609/,"вул. Хмельницька, 21, м. Київ, 03115"
Масажист,,8 000 грн за курс,"Індустрія краси - Краса, здоров'я.","Студенти, дорослі.",Dolce Vita,/courses/company/29564/,"вул. Академіка Грушевського, 42-б, м. Рівне, 33000"
Brow master,,500 грн,"Індустрія краси - Візаж, стилістика, Краса, здоров'я.",Дорослі.,4Princess,/courses/company/32563/,Онлайн
ECBA Exam Preparation. IIBA,,11 340 грн за курс (без врахування ПДВ),"Професійні, підвищення кваліфікації - Бізнес планування, аналітика.",Дорослі.,"Luxoft Training, навчальний центр",/courses/company/5622/,Онлайн
Німецька мова,,350 грн за заняття (ціна вказана за годину),Мовні - Німецька мова.,"Дошкільники, молодша школа, середня школа, студенти, дорослі.","DSZ Odessa, центр вивчення німецької мови",/courses/company/3608/,Онлайн
Основи телевізійного менеджменту,,3 500 грн,"Професійні, підвищення кваліфікації - Журналістика, ЗМІ, Менеджмент, управління.","Студенти, дорослі.",MKMG,/courses/company/32742/,Онлайн
Англійська мова для дорослих,,2 260 грн,Мовні - Англійська мова.,"Середня школа, студенти, дорослі, пенсіонери.",Redford,/courses/company/29563/,"бульв. Кольцова, 14-к; вул. Регенераторна, 4, м. Київ"
Англійська мова для дітей та дорослих,,,"Дошкільники, молодша школа, середня школа, студенти, дорослі.",,N/A,,
Англійська мова для школярів та підлітків,,2 100 грн на місяць (це абонемент 8 занять),Мовні - Англійська мова; Науки та підготовка до ЗНО/НМТ - Мова.,"Молодша школа, середня школа, студенти.",Welcome english school,/courses/company/7285/,"вул. Марини Цвєтаєвої, 5, м. Київ"
"Водій транспортних засобів категорій А1, А, В, С, D, СЕ",,3 500 грн за курс (-),"Водіння - Автоспорт, Автошкола (одержання прав).","Студенти, дорослі, пенсіонери.",Сосницький РСТК ТСО України,/courses/company/34433/,"вул. Шевченка, 28-а, смт. Сосниця, р-н Корюківський, обл. Чернігівська"
N/A,/upload/logos/courses_companies/00032074_1.jpg,,,,,,
Занурення в бізнес-аналіз,,6 540 грн за курс (26 занять по 2 години),"Інформаційні технології, IT - Програмування, розробка; Професійні, підвищення кваліфікації - MBA, бізнес освіта, Менеджмент, управління.","Студенти, дорослі, пенсіонери.",SkillsUp,/courses/company/31601/,"вул. Мечникова, 2, м. Київ"
Акторська майстерность,,3 000 грн,"Мистецтво, творчість - Акторська майстерність.","Студенти, дорослі, пенсіонери.",Театр студія 11,/courses/company/29483/,"вул. Олени Теліги, 35-а, м. Київ, 06086"
Масаж,,7 000 грн за курс,Індустрія краси - Масаж.,"Студенти, дорослі, пенсіонери.",Секрети  майстрів масажу,/courses/company/34285/,"вул. Панаса Мирного, 1/1, «Торгово-офісний Проспект-Центр», 2-й поверх, каб. 205, м. Хмельницький"
"Німецька мова для початківців, рівень А1",,2 800 грн на місяць,Мовні - Німецька мова.,"Середня школа, студенти, дорослі, пенсіонери.","Баварський дім, німецький центр",/courses/company/32911/,Онлайн
Сучасна освіта. Онлайн та дистаційне навчання у закладах освіти,,300 грн за курс (для груп від 10 осіб - знижка),"Інформаційні технології, IT - Комп'ютерна грамотність.","Студенти, дорослі.",Бізнес-коледж для практиків,/courses/company/34430/,Онлайн
SQL masterclass SQL for Data Analytics,,245 грн,"Мовні - Англійська мова; Інформаційні технології, IT - Програмування, розробка.","Дошкільники, молодша школа, середня школа, студенти, дорослі, пенсіонери.",Simpliv LLC,/courses/company/32116/,Онлайн
TechMind,,24 910 грн,"Інформаційні технології, IT - Комп'ютерна грамотність, Програмування, розробка.","Студенти, дорослі.",IAMPM,/courses/company/33400/,Онлайн
Охорона праці,,520 грн за заняття,"Професійні, підвищення кваліфікації - Охорона праці, санітарні норми.",Дорослі.,"ЛАВ, навчально-курсовий комбінат",/courses/company/6316/,"пл. Привокзальна, 9, оф. 25, м. Суми"
"Бухгалтер, від початківця до практикуючого бухгалтера плюс 1С",,12 000 грн за курс,"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік.","Студенти, дорослі.",Школа бухгалтера,/courses/company/32245/,"вул. Рибалко, 2, м. Суми, 40000"
Англійська мова,,безкоштовно,Мовні - Англійська мова.,"Молодша школа, середня школа, студенти, дорослі.",Гончаренко центр,/courses/company/34197/,"вул. Свободи, 18/2, оф. 45, поверх 4, м. Хмельницький"
"Міні-садок, яслі",,,Дошкільники.,,N/A,,
"HR-Мanagement. Corporate development program, очно, онлайн",,8 300 грн на місяць (ціна від ... в залежн. від пакету),"Професійні, підвищення кваліфікації - HR, менеджер з персоналу, рекрутинг, Менеджмент, управління.","Студенти, дорослі.","HR-master, перший спеціалізований тренінг-центр",/courses/company/2524/,Онлайн
Садівник-професіонал,,1 000 грн,"Мистецтво, творчість - Дизайн інтер'єру, архітектура, декор, Флористика.","Студенти, дорослі, пенсіонери.","Біла акація, ландшафтний дизайн",/courses/company/3103/,"вул. Коблевська, 42/14, м. Одеса"
Lego education wedo 2.0,,800 грн,"Інформаційні технології, IT - Робототехніка.",Молодша школа.,"ЛЦІ, клуб робототехніки",/courses/company/30074/,"вул. 2-й мікрорайон, 22, кв. 1, м. Лозова"
Трансформація мрії,,безкоштовно,"Професійні, підвищення кваліфікації - Психологія, саморозвиток.",Дорослі.,"Тотем, тренінг-центр",/courses/company/29129/,Онлайн
N/A,/upload/logos/courses_companies/00008645_1.jpg,,,,,,
"Менеджер з туризму з держ. дипломом Київського національного авіаційного університету, офлайн, онлайн",,4 500 грн,"Професійні, підвищення кваліфікації - Готельно-ресторанний бізнес, туризм, HoReCa.","Середня школа, студенти, дорослі, пенсіонери.",Туристична пошта,/courses/company/33751/,Онлайн
Англійська мова,,,"Дошкільники, молодша школа, середня школа, студенти, дорослі, пенсіонери.",,N/A,,
Управління фінансами Cashflow,,300 грн,"Професійні, підвищення кваліфікації - Фінанси, страхування; Позашкільна освіта - Бізнес школа для дітей та підлітків.","Середня школа, студенти, дорослі.","Cashflow Kiev, тренінг-центр",/courses/company/33517/,"вул. Перемоги, 45, м. Київ"
Англійська мова,,330 грн за заняття,Мовні - Англійська мова.,"Дошкільники, молодша школа, середня школа, студенти, дорослі, пенсіонери.","Linguo studio, cтудія іноземних мов",/courses/company/29644/,"пл. Привокзальна, 9, оф. 1, м. Суми"
Помічник машиніста,,7 500 грн за курс,"Професійні, підвищення кваліфікації - Логістика, митниця, ЗЕД; Водіння - Автошкола (одержання прав).","Студенти, дорослі.",Навчальний центр при Київському електромеханічному коледжі,/courses/company/29319/,"просп. Повітрофлотський, 35, м. Київ"
BAS Бухгалтерія,,3 500 грн за курс,"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік.","Студенти, дорослі.","Орбіс-Т, ТОВ",/courses/company/5314/,Онлайн
Ранній розвиток,,200 грн за заняття,"Розвиток дітей - Дошкільна освіта, Ранній розвиток, розвиток дітей.",Дошкільники.,"Восьминіжки, школа раннього розвитку",/courses/company/7914/,"вул. Межова, 23 , м. Київ"
"MS Excel, експерт, для професійного використання",,1 999 грн,"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік; Інформаційні технології, IT - Комп'ютерна грамотність.","Студенти, дорослі.","Бейсік, комп'ютерні курси",/courses/company/8709/,"вул. Пирогова, 4-а, м. Кропивницький (Кіровоград)"
Садок повного дня,,,Дошкільники.,,N/A,,
Індійський танець Бхаратанатьям,,100 грн,"Мистецтво, творчість - Акторська майстерність, Танці, хореографія.","Дошкільники, молодша школа, середня школа, студенти, дорослі, пенсіонери.","Накшатра, школа індійського танцю",/courses/company/33059/,"вул. Володимирська, 60, м. Київ "
"Іспанська мова, всі рівні",,,"Середня школа, студенти, дорослі, пенсіонери.",,N/A,,
"Баскетбол в команді Ірпінські Рисі, 9-12 років",,1 грн,"Позашкільна освіта - Профорієнтація; Спорт, фізичний розвиток - Баскетбол, волейбол.","Дошкільники, молодша школа.","ФБІ, школа баскетболу",/courses/company/34072/,"вул. Северинівська, 129-а, м. Ірпінь"
Чеська мова,,7 000 грн,Мовні - Чеська мова.,"Середня школа, студенти, дорослі.",Studyczech,/courses/company/33996/,Онлайн
Китайська мова для всих рівнів,,1 000 грн,Мовні - Китайська мова.,"Середня школа, студенти, дорослі.","Asianish, школа азіатських мов",/courses/company/31589/,"вул.Тарасівська, 12"
Акторська майстерність для дітей,,850 грн,"Мистецтво, творчість - Акторська майстерність, Музика, вокал, Риторика, ораторська майстерність.","Молодша школа, середня школа.","Ріка, дитяча театральна студія",/courses/company/33103/,"вул. Плеханівська, 126-а, м. Харків"
N/A,/upload/logos/courses_companies/00006543_1.png,,,,,,
Odoo ERP Consultant,,безкоштовно,"Інформаційні технології, IT - Програмування, розробка, Системне адміністрування; Професійні, підвищення кваліфікації - Відносини, комунікація.",Дорослі.,Solvve,/courses/company/34462/,Онлайн
"Англійська мова для дітей, індивідуально, онлайн",,200 грн,Мовні - Англійська мова.,"Дошкільники, молодша школа, середня школа.",EasyEnglish,/courses/company/32572/,Онлайн
Традиційне Кунг-фу,,250 грн,"Спорт, фізичний розвиток - Бойові єдиноборства, бокс, MMA.","Молодша школа, середня школа, студенти, дорослі, пенсіонери.",See Wong Mo Gwoon,/courses/company/8341/,"вул. Наукова, 29-а, м. Львів"
3D Studio Max,,1 600 грн,"Інформаційні технології, IT - Графічний дизайн, Комп'ютерна грамотність.","Студенти, дорослі, пенсіонери.",Інститут післядипломної освіти КНУБА,/courses/company/5773/,"вул. Освіти, 4, м. Київ, 03680"
"Бухгалтерський облік, базовий",,180 грн за заняття (1 година),"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік.","Студенти, дорослі, пенсіонери.",Бухгалтер профі,/courses/company/32230/,"вул. Мала Арнаутська, 89/91, м. Одеса"
Basic. Up-to-date floristics. Відкрий у собі нове,,16 500 грн за курс,"Мистецтво, творчість - Флористика.","Студенти, дорослі, пенсіонери.",Fiori Academy,/courses/company/31679/,"вул. Смольна, 9-б, м. Київ"
Англійська мова для дітей,,1 500 грн,Мовні - Англійська мова; Науки та підготовка до ЗНО/НМТ - Мова.,"Дошкільники, молодша школа.","Flash Online, школа англійської мови",/courses/company/5199/,Онлайн
НАССР на підприємствах ресторанного бізнесу,,2 000 грн,"Професійні, підвищення кваліфікації - Менеджмент, управління.",Дорослі.,SGS Ukraine,/courses/company/3239/,"вул. Чорноморського Козацтва, 103, м. Одеса, 65003"
Green stream Christmas camp,,6 000 грн,"Розвиток дітей - Ранній розвиток, розвиток дітей; Позашкільна освіта - Табір; Інформаційні технології, IT - Робототехніка.","Молодша школа, середня школа, студенти, дорослі.",Міжнародна Зелена Школа,/courses/company/31618/,"вул. Ставницька, 128, м. Івано-Франківськ"
Акторська майстерність для дітей,,700 грн,"Мистецтво, творчість - Акторська майстерність, Риторика, ораторська майстерність, Фотографія, відеозйомка.","Дошкільники, молодша школа, середня школа, студенти, дорослі.",Театральна студія ім. Н.В. Гоголя,/courses/company/6468/,"вул. Ільфа та Петрова 31-а; вул. Космонавтів, 36, м. Одеса"
Англійська мова,,55 грн,Мовні - Англійська мова.,"Дошкільники, молодша школа, середня школа, студенти, дорослі.",Перші Київські Державні курси іноземних мов,/courses/company/8397/,"вул. Хлібна, 14, м. Вінниця, 21050"
Літній англомовний дитячий табір,,2 500 грн,Позашкільна освіта - Табір.,"Дошкільники, молодша школа, середня школа.",ПанПух,/courses/company/7450/,"вул. Голосіївська, 13-б, м. Київ"
Вокал з нуля для дорослих та дітей,,,"Дошкільники, молодша школа, середня школа, студенти, дорослі, пенсіонери.",,N/A,,
DJ Basic,,8 000 грн,"Мистецтво, творчість - Музика, вокал, Інше.","Середня школа, студенти, дорослі.",PRODJ School,/courses/company/5728/,"вул. Воздвиженська, 22, м. Київ"
Приватні виконавці,,6 000 грн,"Професійні, підвищення кваліфікації - Право, юриспруденція.",Дорослі.,Дніпропетровський державний університет внутрішніх справ,/courses/company/33002/,"просп. Гагаріна, 26, м. Дніпро"
N/A,/upload/logos/courses_companies/00032319_1.png,,,,,,
Англійська для підлітків,,150 грн за заняття,Мовні - Англійська мова.,"Середня школа, студенти, дорослі.",Way2English,/courses/company/8763/,Онлайн
Програмування з нуля,,безкоштовно,"Інформаційні технології, IT - Комп'ютерна грамотність, Програмування, розробка.","Молодша школа, середня школа, студенти, дорослі.",Prog Аcademy,/courses/company/7145/,Онлайн
Філософія для життя,,350 грн,"Професійні, підвищення кваліфікації - Психологія, саморозвиток; Науки та підготовка до ЗНО/НМТ - Філософія.","Студенти, дорослі.","Новий Акрополь, культурний центр",/courses/company/1583/,"вул. Надії Алексєєнко, 21, оф. 612, м. Дніпро, 49006"
Англійська мова,,6 000 грн,Мовні - Англійська мова.,"Середня школа, студенти, дорослі, пенсіонери.",Big step,/courses/company/29119/,Онлайн
"Англiйська мова, онлайн",,181 грн,Мовні - Англійська мова.,"Студенти, дорослі.",Headway school of english,/courses/company/29861/,Онлайн
"Математика для 5-11 класів, підготовка до іспиту",,300 грн,Науки та підготовка до ЗНО/НМТ - Математика.,"Середня школа, студенти, дорослі.","УцМ, учбовий центр експрес навчання",/courses/company/33049/,Онлайн
Англійська мова для дітей 4-14 років,,2 300 грн на місяць (Система знижок!),Мовні - Англійська мова.,"Дошкільники, молодша школа, середня школа.","Хелен Дорон, англійська мова для дітей",/courses/company/32237/,"вул. Олеся Гончара, 32, м. Дніпро"
Англiйскa мова для IT спецiалiстiв,,500 грн за заняття,Мовні - Англійська мова.,"Студенти, дорослі.","Indigo, центр іноземних мов",/courses/company/1390/,Онлайн
"1C бухгалтерія 8.3, BAS бухгалтерія 8.3, BAF підприємство 8.3, медок, клієнт-банк, практика",,5 000 грн за заняття (Від 5000 грн.),"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік.","Середня школа, студенти, дорослі, пенсіонери.","Партнер, бухгалтерський центр",/courses/company/31708/,"просп. Волі, 3, м. Луцьк"
"Конструювання, моделювання та пошив одягу",,700 грн,"Мистецтво, творчість - В'язання, вишивка, шиття.","Середня школа, студенти, дорослі.",Дизайн школа,/courses/company/28781/,"вул. Січеславська, 30, м. Кривий Ріг"
Манікюр та педикюр,,1 000 грн,"Індустрія краси - Краса, здоров'я, Візаж, стилістика; Позашкільна освіта - Бізнес школа для дітей та підлітків.","Студенти, дорослі.",58 будинок офіцерів,/courses/company/33356/,"вул. Театральна, 22, м. Львів"
Розробка ігор для дітей від 9 років,,1 500 грн на місяць (Онлайн 1600 грн),"Інформаційні технології, IT - Програмування, розробка, Робототехніка.",Середня школа.,"Robocode, культова школа робототехніки і програмування",/courses/company/32827/,"вул. Лазурна, 2/125-н, м. Чорноморськ"
Адміністратор ресторану,,6 000 грн за курс,"Професійні, підвищення кваліфікації - Готельно-ресторанний бізнес, туризм, HoReCa.","Середня школа, студенти, дорослі.","Логос і Ергос, навчальна компанiя",/courses/company/6759/,"вул. Богдана Гаврилишина, 7, оф. 709/15, м. Київ"
Підготовка до школи,,"650 грн на місяць (Ціна залежить від потреб, та може змінюватися. Вказана мінімальна ціна за абонемент.)","Розвиток дітей - Ранній розвиток, розвиток дітей, Дошкільна освіта, Підготовка до школи.","Дошкільники, молодша школа.","Калинонька, центр розвитку сім'ї",/courses/company/29055/,"вул. Тельнова, 2-г, м. Кропивницький"
SEO-спеціаліст,,6 930 грн за курс (формат з підтримкою),"Професійні, підвищення кваліфікації - Digital marketing, SMM, SEO.","Студенти, дорослі.",Академія ІМТ,/courses/company/5142/,Онлайн
N/A,/upload/logos/courses_companies/00007218_1.png,,,,,,
"Англійська мова, бізнес",,590 грн,Мовні - Англійська мова.,"Студенти, дорослі.",Вільна англійська,/courses/company/752/,"вул. Ефремова, 19-а, м. Київ"
"MS Excel, експерт, для професійного використання",,2 599 грн,"Інформаційні технології, IT - Комп'ютерна грамотність.","Студенти, дорослі.","Бейсік, навчальний центр",/courses/company/8700/,Онлайн
"Увімкни оратора, онлайн",,900 грн,"Мистецтво, творчість - Риторика, ораторська майстерність.","Середня школа, студенти, дорослі, пенсіонери.",Студія КИТ,/courses/company/7197/,Онлайн
Комп'ютерна освіта,,,"Молодша школа, середня школа, студенти.",,N/A,,
Араші-карате,,1 000 грн,"Спорт, фізичний розвиток - Бойові єдиноборства, бокс, MMA.","Дошкільники, молодша школа, середня школа.","Меридіан, школа талантів",/courses/company/33553/,"пров. Квітневий, 5-а, м. Київ"
Англійська мова,,4 500 грн на місяць (це ціна за відвідування тричі на місяць. Двічі — 3300 грн./місяць),Мовні - Англійська мова; Науки та підготовка до ЗНО/НМТ - Мова.,"Середня школа, студенти, дорослі, пенсіонери.","Step UP, центр розмовної англійської",/courses/company/2783/,"вул. Академіка Андрія Сахарова, 42, м. Львів, 79000"
ACCA DipIFR,,,"Студенти, дорослі.",,N/A,,
Front-End розробник,,20 000 грн,"Інформаційні технології, IT - Програмування, розробка.","Середня школа, студенти, дорослі.",Main Academy,/courses/company/8072/,Онлайн
Англійська мова для початківців,,6 500 грн,Мовні - Англійська мова.,"Середня школа, студенти, дорослі.","British SkyLines, школа английської мови",/courses/company/6994/,"вул. Драгоманова, 29, оф. 302; вул. Ольгінська, 2/4, м. Київ"
Чеська мова,,190 грн за заняття,Мовні - Чеська мова.,"Середня школа, студенти, дорослі.",Eurostart,/courses/company/8104/,"вул. Європейська, 5, оф. 513, поверх 5, м. Дніпро"
"MS Excel, експерт, для професійного використання, онлайн, офлайн",,1 999 грн,"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік; Інформаційні технології, IT - Комп'ютерна грамотність.","Студенти, дорослі.","Бейсік, навчальний центр",/courses/company/8716/,Онлайн
Розробка сайтів для дітей від 10 років,,1 500 грн на місяць (Онлайн 1600 грн),"Інформаційні технології, IT - Front end, верстка, Програмування, розробка, Робототехніка.",Середня школа.,"Robocode, культова школа робототехніки і програмування",/courses/company/32818/,"вул. Болградська, 55-а, м. Ізмаїл"
"Водіння, категорія B",,5 500 грн за курс,Водіння - Автошкола (одержання прав).,"Студенти, дорослі, пенсіонери.","Чернігівська автошкола, ТСО України",/courses/company/34335/,Онлайн
Сенс життя та його маркетинг,,безкоштовно,"Професійні, підвищення кваліфікації - Маркетинг, реклама, PR, Психологія, саморозвиток.",Дорослі.,ВУМ online,/courses/company/28790/,"вул. Набережно-Хрещатицька, 4, м. Київ"
"MS Excel, експерт, для професійного використання, онлайн, офлайн",,1 999 грн,"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік; Інформаційні технології, IT - Комп'ютерна грамотність.","Студенти, дорослі.","Бейсік, навчальний центр",/courses/company/8723/,Онлайн
N/A,/upload/logos/courses_companies/00031734_1.jpg,,,,,,
"Риторика, інтенсивний",,700 грн,"Мистецтво, творчість - Риторика, ораторська майстерність.","Середня школа, студенти, дорослі.",Престиж-Освiта,/courses/company/3754/,"вул. Б. Гмирі, 3-б, м. Київ"
"PRO ХД, як з холодного дзвінка зробити гарячий продаж",,2 700 грн,"Професійні, підвищення кваліфікації - Продажі, переговори, робота з клієнтами.","Студенти, дорослі.",Expert partner,/courses/company/32856/,Онлайн
"Бухгалтерський облік + 1С Бухгалтерія 8.3, для початківців",,3 500 грн,"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік.","Студенти, дорослі.","Стимул, навчальний центр",/courses/company/3953/,"вул. Євгена Сверстюка, 19, оф. 1200, м. Київ"
"Батiк та роспис на одягу, текстилю",,650 грн за заняття (Триває 3.5 годин),"Мистецтво, творчість - В'язання, вишивка, шиття, Художня школа, образотворче мистецтво.","Дошкільники, молодша школа, середня школа, студенти, дорослі, пенсіонери.",Алiса & Кiт,/courses/company/8416/,"вул. Автобуду, 8, м. Днiпро"
"Творчий розвиток, для дітей 4-6 років",,1 750 грн,"Розвиток дітей - Ранній розвиток, розвиток дітей; Мистецтво, творчість - Художня школа, образотворче мистецтво.",Дошкільники.,АртХаб,/courses/company/34111/,"вул. Армійська, 8-б, оф. 9, м. Одеса"
Робототехніка для дітей від 8 років,,1 750 грн на місяць,"Інформаційні технології, IT - Комп'ютерна грамотність, Програмування, розробка, Робототехніка.","Молодша школа, середня школа.","Robocode, культова школа робототехніки і програмування",/courses/company/31940/,"вул. В'ячеслава Чорновола, 2-а, м. Бровари"
Нарощування вій з 0,,5 000 грн за курс,"Індустрія краси - Візаж, стилістика, Косметологія, Краса, здоров'я.","Середня школа, студенти, дорослі.",Beauty territory,/courses/company/34164/,"вул. Коцюбинського, 27, м. Вінниця"
Іспанська мова з нуля,,1 500 грн,Мовні - Іспанська мова.,"Молодша школа, середня школа, студенти, дорослі, пенсіонери.",Columbus language academy,/courses/company/32156/,"вул. Ярослава Мудрого, 14, м. Харків"
Німецька мова для дітей 5-12 років,,2 625 грн на місяць (Програма лояльності при передплаті),Мовні - Німецька мова.,"Дошкільники, молодша школа.","Deutsche Schule Kiew, німецько-українська міжкультурна школа",/courses/company/34432/,"вул. Новомостицька, 2, м. Київ"
"Колористика, онлайн",,10 000 грн,Індустрія краси - Перукарське мистецтво.,"Студенти, дорослі.",Dictat color,/courses/company/33194/,Онлайн
ІТ-юрист,,32 000 грн,"Професійні, підвищення кваліфікації - Право, юриспруденція.","Студенти, дорослі.","KMA IT Ukraine, information technology law",/courses/company/32097/,"вул. Волоська, 8/5, м. Київ"
"Чеська мова, в Skype",,,"Студенти, дорослі.",,N/A,,
"Англійська мова, general",,4 000 грн,Мовні - Англійська мова.,"Середня школа, студенти, дорослі, пенсіонери.",Progress way to learn english,/courses/company/29470/,"вул. Паторжинського, 6, м. Київ"
Англійська мова,,100 грн,Мовні - Англійська мова.,"Дошкільники, молодша школа, середня школа, студенти, дорослі.",Одеський лінгвістичний центр,/courses/company/59/,"вул. Маразліївська, 10; вул. Добровольського, 79-а; вул. Левітана, 118; вул. Сахарова, 5, м. Одеса"
Професійний усний переклад,,"12 500 грн за курс (Повний груповий курс, можливо індивідуальне навчання.)",Мовні - Англійська мова.,"Студенти, дорослі.","Україна-Європа, лінгвістичний центр",/courses/company/1792/,Онлайн
N/A,/upload/logos/courses_companies/00030460_1.png,,,,,,
ITSec4. Security IT. Безпека інформаційних систем,,9 920 грн,"Інформаційні технології, IT - Системне адміністрування.","Студенти, дорослі.",Express education,/courses/company/7648/,"вул. Миколи Шпака, 3, м. Київ, 03113"
Математика та логіка для школярів,,720 грн на місяць,Науки та підготовка до ЗНО/НМТ - Математика.,"Молодша школа, середня школа, студенти.","IT-Univer, ІТ-освіта для школярів",/courses/company/7693/,Онлайн
Підготовка до школи,,"70 грн за заняття (адаптаційний період, далі через місяць потрібно обирати абонемент)","Розвиток дітей - Дошкільна освіта, Підготовка до школи, Початкова школа.","Дошкільники, молодша школа.","Смайлик, дитячий клуб",/courses/company/33056/,"вул. І. Мазепи, 1, будинок побуту «Мрія», поверх 3, каб. 38, м Умань"
Фінансовий облік-1,,3 190 грн,"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік.","Студенти, дорослі.",МК Бухгалтерський облік,/courses/company/29574/,"вул. Ярошинської, 6, м. Львів "
"BAS, бухгалтерія для України",,6 600 грн,"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік.","Студенти, дорослі.",СОВ АЙТІ,/courses/company/976/,"вул. Князівська, 35, оф. 4, м. Одеса, 65023"
"Python розробник, пробний урок",,безкоштовно,"Інформаційні технології, IT - Програмування, розробка, Робототехніка.","Середня школа, студенти, дорослі.","ITVDN, відео курси и онлайн навчання",/courses/company/28946/,Онлайн
